0.52196,0.47804
0.87321,0.12679
0.53943,0.46057
0.6459,0.3541
0.48166,0.51834
0.62282,0.37718
0.36185,0.63815
0.54204,0.45796
0.67428,0.32572
0.90846,0.091537
0.42758,0.57242
0.95666,0.04334
0.95056,0.049439
0.68314,0.31686
0.6619,0.3381
0.82582,0.17418
0.90613,0.093868
0.45895,0.54105
0.45287,0.54713
0.68798,0.31202
0.92637,0.073629
0.8806,0.1194
0.52181,0.47819
0.51482,0.48518
0.88029,0.11971
0.81931,0.18069
0.92575,0.074247
0.68987,0.31013
0.76607,0.23393
0.94913,0.050867
0.68359,0.31641
0.63911,0.36089
0.81036,0.18964
0.71039,0.28961
0.79849,0.20151
0.39224,0.60776
0.87405,0.12595
0.62111,0.37889
0.57369,0.42631
0.36991,0.63009
0.42646,0.57354
0.32891,0.67109
0.54811,0.45189
0.75584,0.24416
0.59452,0.40548
0.41506,0.58494
0.54019,0.45981
0.5382,0.4618
0.57434,0.42566
0.84898,0.15102
0.75173,0.24827
0.66666,0.33334
0.69213,0.30787
0.87548,0.12452
0.82671,0.17329
0.60121,0.39879
0.5659,0.4341
0.69727,0.30273
0.77892,0.22108
0.31847,0.68153
0.62957,0.37043
0.58426,0.41574
0.98261,0.017387
0.664,0.336
0.64826,0.35174
0.62846,0.37154
0.53747,0.46253
0.58573,0.41427
0.484,0.516
0.56423,0.43577
0.52482,0.47518
0.66829,0.33171
0.39172,0.60828
0.63348,0.36652
0.59428,0.40572
0.77015,0.22985
0.69769,0.30231
0.71465,0.28535
0.39202,0.60798
0.6967,0.3033
0.91244,0.087564
0.47397,0.52603
0.97325,0.026755
0.96964,0.030363
0.57539,0.42461
0.56508,0.43492
0.42963,0.57037
0.80901,0.19099
0.92731,0.072687
0.80079,0.19921
0.68539,0.31461
0.37532,0.62468
0.66672,0.33328
0.71251,0.28749
0.84062,0.15938
0.63612,0.36388
0.86283,0.13717
0.42748,0.57252
0.85171,0.14829
0.76257,0.23743
0.78597,0.21403
0.87355,0.12645
0.94573,0.054275
0.39906,0.60094
0.89021,0.10979
0.51204,0.48796
0.75139,0.24861
0.84031,0.15969
0.71105,0.28895
0.61141,0.38859
0.90605,0.093952
0.77972,0.22028
0.56892,0.43108
0.6025,0.3975
0.76083,0.23917
0.75612,0.24388
0.58915,0.41085
0.87585,0.12415
0.75625,0.24375
0.7299,0.2701
0.85944,0.14056
0.59957,0.40043
0.53853,0.46147
0.59945,0.40055
0.75801,0.24199
0.55042,0.44958
0.6993,0.3007
0.61713,0.38287
0.94699,0.053006
0.79788,0.20212
0.95975,0.040246
0.83283,0.16717
0.49681,0.50319
0.86475,0.13525
0.90928,0.090722
0.98256,0.017438
0.66072,0.33928
0.86141,0.13859
0.88696,0.11304
0.53486,0.46514
0.70393,0.29607
0.27485,0.72515
0.53366,0.46634
0.54631,0.45369
0.29244,0.70756
0.64006,0.35994
0.86151,0.13849
0.5373,0.4627
0.60376,0.39624
0.62223,0.37777
0.78042,0.21958
0.5819,0.4181
0.87889,0.12111
0.50598,0.49402
0.80895,0.19105
0.58895,0.41105
0.71481,0.28519
0.99077,0.0092266
0.42937,0.57063
0.68201,0.31799
0.67507,0.32493
0.79492,0.20508
0.57641,0.42359
0.70459,0.29541
0.82656,0.17344
0.64371,0.35629
0.7704,0.2296
0.51392,0.48608
0.88364,0.11636
0.84806,0.15194
0.68264,0.31736
0.59338,0.40662
0.82153,0.17847
0.68725,0.31275
0.61539,0.38461
0.79019,0.20981
0.49828,0.50172
0.77227,0.22773
0.52138,0.47862
0.87291,0.12709
0.38983,0.61017
0.53893,0.46107
0.89768,0.10232
0.55516,0.44484
0.41682,0.58318
0.96396,0.03604
0.7732,0.2268
0.82245,0.17755
0.72881,0.27119
0.65693,0.34307
0.77848,0.22152
0.44726,0.55274
0.65455,0.34545
0.93689,0.063106
0.63559,0.36441
0.92288,0.077123
0.79147,0.20853
0.2837,0.7163
0.78046,0.21954
0.73967,0.26033
0.58475,0.41525
0.75984,0.24016
0.64114,0.35886
0.77465,0.22535
0.80314,0.19686
0.57629,0.42371
0.95723,0.042774
0.63091,0.36909
0.76801,0.23199
0.83246,0.16754
0.40921,0.59079
0.72195,0.27805
0.7703,0.2297
0.55883,0.44117
0.64657,0.35343
0.3326,0.6674
0.4072,0.5928
0.6569,0.3431
0.57746,0.42254
0.58293,0.41707
0.79921,0.20079
0.58335,0.41665
0.76645,0.23355
0.55582,0.44418
0.93052,0.069484
0.48045,0.51955
0.74487,0.25513
0.67455,0.32545
0.65198,0.34802
0.77286,0.22714
0.58415,0.41585
0.70696,0.29304
0.55821,0.44179
0.5715,0.4285
0.78668,0.21332
0.49983,0.50017
0.56092,0.43908
0.71297,0.28703
0.31153,0.68847
0.93467,0.065329
0.8895,0.1105
0.68372,0.31628
0.49825,0.50175
0.49886,0.50114
0.65873,0.34127
0.69002,0.30998
0.94682,0.05318
0.86605,0.13395
0.86964,0.13036
0.60266,0.39734
0.8886,0.1114
0.29079,0.70921
0.5737,0.4263
0.59534,0.40466
0.24383,0.75617
0.65549,0.34451
0.67772,0.32228
0.89884,0.10116
0.66503,0.33497
0.90907,0.090928
0.73643,0.26357
0.67989,0.32011
0.77508,0.22492
0.924,0.076005
0.54094,0.45906
0.64801,0.35199
0.57556,0.42444
0.60552,0.39448
0.68529,0.31471
0.77492,0.22508
0.88857,0.11143
0.51579,0.48421
0.82462,0.17538
